first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Ahmed,Mouloudi,727,686631.44,453142,9,63,employed,divorced,Yes,2,2,1
Lamine,Chouaki,372,329234.03,390571,7,25,employed,married,No,0,0,1
Djamila,Hamzaoui,759,973008.56,77879,4,30,employed,single,Yes,0,0,0
Fatima,Taleb,613,814593.89,287592,9,34,employed,married,Yes,3,4,0
Fatima,Sidhoum,707,1464056.72,578782,22,71,employed,married,Yes,3,2,0
Rachid,Rahal,631,1157338.89,397922,11,29,employed,married,Yes,0,2,1
Yasmin,Hassani,438,477531.22,824675,8,54,employed,married,No,3,2,1
Amir,Belkacem,794,976906.42,265483,5,32,self-employed,single,No,0,0,0
Farida,Sekkal,715,1699415.91,374049,3,29,employed,married,Yes,2,0,0
Salima,Maachi,694,1080473.54,497375,0,37,student,married,Yes,2,2,0
Mustafa,Lamara,672,1039765.22,513996,27,65,employed,single,No,0,4,1
Said,Darwish,668,1535559.21,354276,9,27,self-employed,single,No,0,0,1
Salima,Mihoubi,680,666379.05,816053,5,23,employed,single,No,0,1,1
Nadia,Dida,494,654541.87,824880,2,63,employed,divorced,No,0,5,1
Sofiane,Souleymane,665,936940.95,418154,4,41,employed,married,Yes,3,2,0
Fatima,Sahli,687,854896.07,321417,13,45,self-employed,divorced,No,1,3,0
Farida,Rahmani,675,905927.79,69701,14,42,employed,married,Yes,3,3,0
Mohamed,Zidane,641,937796.68,493030,8,42,self-employed,single,No,0,4,0
Samira,Amara,670,1034267.65,309369,27,60,employed,divorced,No,4,4,0
Mustafa,Debiche,791,1811501.45,125000,9,67,employed,married,Yes,2,7,0
Rachid,Dekkiche,850,1313818.78,577076,0,53,unemployed,single,Yes,0,8,0
Zohra,Aouameur,538,373006.59,650433,5,26,employed,married,Yes,0,1,1
Salima,Haouas,676,998366.67,836232,4,41,employed,single,Yes,0,1,0
Mehdi,Nemmiche,723,388824.14,403007,7,60,employed,divorced,Yes,1,4,1
Youssef,Semmar,744,1926372.98,187299,11,62,employed,married,Yes,2,6,0
Sara,Kasdi,639,400766.76,871419,7,45,employed,single,No,0,4,1
Nadia,Sami,479,880953.35,590400,0,46,unemployed,divorced,Yes,0,3,1
Ahmed,Ghanem,680,1352739.13,121070,16,71,self-employed,single,Yes,0,4,0
Zohra,Cherkaoui,340,928548.87,539823,0,65,student,single,No,0,3,1
Bilal,Nasri,597,406095.57,654503,3,40,employed,married,No,3,1,1
Bilal,Mekki,671,689474.41,135426,7,35,employed,married,No,1,2,0
Iman,Gana,572,1048257.28,389840,9,42,employed,single,No,0,1,0
Sara,Ould,432,758822.13,841863,6,29,self-employed,single,Yes,0,0,1
Fatima,Benmansour,782,721627.87,510932,0,47,unemployed,married,Yes,0,5,0
Rachid,Kaci,773,1880946.16,259922,9,47,employed,married,Yes,1,4,0
Khaled,Lallam,658,394569.17,423485,3,66,employed,married,No,3,7,0
Mustafa,Lachachi,743,893825.32,274331,22,40,self-employed,single,Yes,0,0,0
Mehdi,Bakir,475,610903.72,362614,0,24,unemployed,single,No,0,0,1
Farida,Akkouche,529,926232.09,875346,7,25,self-employed,married,Yes,0,0,1
Leila,Zaalani,710,1542516.59,383134,11,29,employed,single,Yes,0,1,0
Bilal,Khelladi,330,727897.56,728664,0,48,student,single,No,0,3,1
Nadia,Agha,681,1935511.9,149839,20,64,self-employed,married,Yes,1,6,0
Mohamed,Lekhal,596,898013.43,391964,2,62,employed,married,No,0,6,1
Nadia,Kahlouche,506,455594.59,428275,0,50,student,married,Yes,1,5,1
Djamila,Nefzi,340,743545.12,752479,3,51,employed,single,No,0,4,1
Sara,Oudjani,648,1001086.01,622823,2,30,employed,married,Yes,2,1,1
Samira,Sadmi,741,1145821.8,267100,14,63,employed,single,Yes,0,5,1
Djamila,Boumaza,601,294278.33,631157,0,23,unemployed,divorced,No,0,0,1
Amina,Bouzid,822,1077307.41,390450,13,54,employed,married,No,4,5,0
Nadia,Mahdi,661,778544.68,194774,7,25,self-employed,married,No,1,0,0
Salima,Benziane,667,1015548.07,225141,0,52,student,married,No,5,4,1
Leila,Mahfoud,561,530889.6,902129,0,67,unemployed,married,No,1,7,1
Amina,Bahloul,588,769854.66,461881,0,47,student,single,No,0,4,1
Mustafa,Hamouche,359,492288.46,542457,6,58,employed,divorced,Yes,0,6,1
Amir,Hakem,796,1617076.3,394746,6,32,employed,divorced,Yes,1,0,0
Rachid,Yacine,687,603727.06,642269,6,42,employed,single,Yes,0,1,1
Said,Lazreg,504,600289.47,190365,0,23,unemployed,married,Yes,0,1,1
Ali,Boussouf,657,613913.69,448266,0,56,unemployed,married,No,3,4,1
Sara,Brahimi,692,761675.12,426135,1,40,employed,single,No,0,1,0
Mohamed,Zidane,689,964251.78,471823,8,40,self-employed,single,Yes,0,1,0
Farida,Rahmani,691,875483.4,68796,14,42,employed,married,Yes,0,6,0
Khadija,Sellami,663,860807.15,379989,19,37,employed,divorced,No,3,0,0
Djamila,Zahra,633,650693.8,902733,0,62,unemployed,single,Yes,0,6,1
Nadia,Ighil,645,1844418.94,214951,24,52,employed,married,Yes,5,0,0
Omar,Chouiter,833,757024.99,669937,24,61,employed,single,No,0,2,0
Bilal,Daoud,629,391173.53,605725,3,68,employed,single,No,0,8,0
Aisha,Jouini,644,806291.95,734678,3,57,employed,single,No,0,2,1
Ali,Safir,324,867863.4,243839,1,44,employed,married,No,1,4,1
Mustafa,Cherki,408,959422.68,670693,0,28,unemployed,divorced,Yes,0,1,1
Sara,Oudjani,641,966552.76,592579,2,29,employed,married,No,2,1,1
Leila,Boughanem,338,612413.49,888402,2,25,employed,single,No,0,1,1
Amir,Aoudia,737,1571415.41,636165,20,55,employed,married,Yes,0,2,0
Nadia,Mahdi,659,817897.47,190072,6,24,self-employed,married,No,0,0,0
Zohra,Meddah,551,368516.13,303764,3,55,employed,single,No,0,2,1
Nadia,Hadjar,376,917932.04,737603,7,25,employed,married,No,1,1,1
Zohra,Zeghdane,601,700057.98,7623,0,47,unemployed,single,No,0,2,0
Nadia,Kahlouche,507,430875.4,456093,0,52,student,married,No,2,4,1
Fatima,Benmansour,784,720057.64,52653,0,48,unemployed,married,No,1,3,0
Leila,Tounsi,745,1777470.87,65594,0,29,unemployed,single,No,0,2,1
Mustafa,Chenig,695,927123.77,459303,0,27,unemployed,divorced,No,0,0,1
Said,Ghaouti,689,1114265.93,473192,14,38,self-employed,single,No,0,1,0
Ahmed,Bouziane,741,749091.28,435115,0,52,unemployed,married,No,3,3,0
Yasmin,Mokrani,358,845954.83,777407,9,38,employed,divorced,No,2,3,1
Farida,Tawati,829,1915883.4,245629,0,24,unemployed,single,Yes,0,0,0
Amir,Redouane,678,430485.9,539329,6,38,employed,single,No,0,1,1
Karim,Saidi,544,405661.63,894958,0,39,unemployed,single,No,0,2,1
Leila,Mahfoud,544,524746.85,924117,0,71,unemployed,married,Yes,3,4,1
Khaled,Reguigui,771,1766087.74,187715,17,52,employed,married,Yes,2,2,0
Said,Azzouz,770,1026352.63,76704,15,55,employed,married,Yes,4,3,0
Samira,Zaki,802,1229436.41,352502,13,56,employed,married,Yes,1,4,0
Iman,Malek,710,873037.48,315565,25,54,employed,single,No,0,2,0
Sofiane,Zerrouki,824,1149013.1,602749,9,51,employed,single,Yes,0,4,0
Djamila,Laouar,701,795497.48,618158,0,29,student,divorced,No,0,1,1
Sofiane,Mokhtar,801,1753605.96,534236,19,47,employed,divorced,No,0,1,0
Iman,Sahraoui,680,1411967.11,109681,4,57,self-employed,single,Yes,0,3,0
Lamine,Harbi,708,818754.96,864972,6,40,employed,single,Yes,0,4,0
Karim,Mecheri,695,796175.33,271666,0,71,student,married,Yes,1,3,1
Mohamed,Fettis,827,936976.66,423524,0,44,unemployed,married,No,3,4,0
Aisha,Maiza,399,769451.45,684047,0,55,unemployed,single,No,0,5,1
Samira,Sadmi,776,1171691.16,250959,14,65,employed,single,No,0,3,1
Ahmed,Meddour,674,736462.26,720213,0,61,unemployed,married,Yes,0,9,1
Said,Souag,300,660804.27,204905,2,53,employed,married,No,4,3,1
Ahmed,Hamadache,532,771124.81,815226,5,44,employed,divorced,No,1,3,1
Aisha,Zoubida,755,902919.31,89253,16,34,self-employed,married,No,0,1,0
Karim,Laribi,729,1839218.1,250922,0,71,unemployed,married,Yes,0,4,0
Yasmin,Hassani,465,476153.08,825300,8,54,employed,married,No,0,5,1
Karim,Chetouane,777,1266361.96,360298,0,44,student,married,Yes,2,2,0
Samira,Sadmi,783,1161517.84,262628,14,67,employed,single,No,0,2,0
Yasmin,Kermali,349,575690.1,221428,6,36,employed,single,Yes,0,2,1
Sara,Zabar,694,702867.19,651935,0,51,self-employed,single,No,0,1,1
Mustafa,Hamouche,338,508211.57,497454,6,57,employed,divorced,No,1,3,1
Zohra,Gasmia,808,1107814.42,246708,30,62,employed,married,Yes,1,5,0
Mohamed,Yebda,658,1149688.62,112365,13,56,self-employed,married,No,0,4,0
Aisha,Khalfi,498,348865.17,194391,3,66,employed,divorced,No,0,5,1
Yasmin,Souissi,846,1532429.84,420971,22,68,employed,married,Yes,2,4,0
Aisha,Mendil,700,620852.39,402908,28,46,self-employed,married,Yes,2,3,1
Yasmin,Mokrani,360,849110.6,736907,9,37,employed,divorced,No,2,2,1
Omar,Amazigh,544,800973.02,131547,8,52,employed,married,Yes,2,2,0
Mohamed,Idris,833,938645.82,299771,27,62,employed,single,No,0,1,0
Rachid,Toumi,668,917292.33,332926,6,44,self-employed,married,Yes,0,2,1
Sara,Oudjani,645,1034164.12,648366,2,28,employed,married,No,1,0,1
Rachid,Hamek,619,898991.57,421408,4,36,employed,married,Yes,5,0,1
Said,Ghaouti,684,1083990.03,497838,14,39,self-employed,single,No,0,1,0
Said,Ouali,694,1782442.97,305015,14,45,self-employed,married,No,3,2,0
Fatima,Debbah,699,263527.58,372031,0,48,unemployed,married,No,1,4,1
Lamine,Chouaki,400,325005.84,361212,8,27,employed,married,No,2,1,1
Djamila,Lafri,821,890405.68,424129,11,29,employed,single,Yes,0,0,0
Bilal,Ziani,650,793908.5,308031,0,58,student,married,No,2,6,0
Nadia,Ighil,677,1902819.73,215367,25,52,employed,married,Yes,5,4,0
Zohra,Ammari,626,1004826.5,353209,4,39,employed,divorced,Yes,0,4,0
Amir,Belkacem,801,961888.51,272767,5,33,self-employed,single,Yes,0,1,0
Said,Nessakh,745,741545.1,294867,7,49,employed,divorced,No,3,5,0
Khaled,Zaabat,518,339290.3,804793,3,29,employed,divorced,No,2,2,1
Khadija,Hakimi,374,595493.42,133955,0,68,unemployed,married,No,0,5,1
Aisha,Sid,653,598635.31,556007,1,36,employed,married,No,1,3,1
Zohra,Cherkaoui,337,924638.61,513824,0,68,student,single,Yes,0,4,1
Sofiane,Merzoug,372,860469.95,802076,2,54,self-employed,single,No,0,2,1
Malika,Larbi,506,441820.6,567714,0,72,student,married,No,3,5,1
Malika,Merbah,746,777197.32,197755,18,50,employed,single,Yes,0,7,0
Farida,Mazouni,790,1492349.99,99267,6,28,employed,married,Yes,0,0,0
Sofiane,Khabat,647,751803.36,864144,0,65,employed,married,No,1,5,1
Ali,Yakoub,729,1054924.07,445697,0,22,unemployed,single,No,0,0,0
Iman,Dahlab,607,326440.26,403273,7,53,employed,divorced,Yes,1,5,0
Sara,Samir,345,817841.79,210020,4,69,employed,married,Yes,3,4,1
Nadia,Khemisti,504,309347.39,410488,0,68,self-employed,divorced,No,5,7,1
Leila,Zellag,457,648719.92,517137,4,55,employed,divorced,No,4,1,1
Sara,Hamdi,817,1950152.39,590133,0,52,unemployed,married,Yes,0,3,0
Iman,Rafik,528,734806.17,268943,1,51,employed,married,No,4,6,1
Iman,Kashi,402,386244.31,934532,5,24,employed,married,Yes,0,0,1
Samira,Rizki,644,1738860.75,239081,4,23,employed,married,Yes,0,1,0
Youssef,Bentoumi,850,1172110.87,291502,0,39,student,married,No,2,1,0
Nadia,Farhi,763,1046327.05,272182,0,29,unemployed,married,Yes,0,2,1
Sara,Hamdi,822,1947349.05,549658,0,55,unemployed,married,Yes,1,4,0
Zohra,Meddah,541,387664.8,302570,3,55,employed,single,No,0,3,1
Mehdi,Haliche,524,711598.58,876691,0,69,student,married,Yes,1,4,1
Zohra,Achour,337,513829.59,737645,0,62,student,divorced,No,1,6,1
Ahmed,Mouloudi,706,701563.8,424209,9,68,employed,divorced,Yes,2,0,1
Mehdi,Hamou,683,1078456.49,176731,9,55,self-employed,married,No,3,3,0
Salima,Boukhalfa,705,770382.35,522279,17,46,self-employed,divorced,Yes,2,2,0
Said,Ouali,646,1747847.56,304368,14,47,self-employed,married,Yes,0,4,0
Sara,Azzam,792,1470451.42,220573,11,56,self-employed,single,Yes,0,2,0
Karim,Chetouane,789,1260617.83,351102,0,42,student,married,No,5,3,0
Salima,Henni,439,969140.97,895032,3,44,self-employed,married,Yes,3,4,1
Amina,Gacemi,743,838804.36,648088,23,67,employed,single,No,0,4,0
Ahmed,Mouloudi,719,692522.34,421403,9,68,employed,divorced,No,2,7,1
Bilal,Nait,671,745241.73,181644,2,48,employed,divorced,No,5,4,0
Djamila,Sebaa,497,475239.95,951561,0,43,unemployed,divorced,Yes,0,6,1
Sofiane,Kaddour,733,865199.84,419446,8,26,employed,single,No,0,0,1
Lamine,Antar,691,1597309.68,68364,0,29,student,married,No,0,2,0
Djamila,Lafri,842,947807.51,421716,10,28,employed,single,No,0,0,0
Zohra,Bencherif,793,757767.69,529458,9,41,self-employed,married,No,0,1,0
Ahmed,Khazri,330,401975.73,578627,2,53,self-employed,married,No,3,0,1
Lamine,Seddiki,850,756696.1,617721,3,21,self-employed,single,No,0,0,0
Ahmed,Saadoune,471,983356.94,442654,8,26,employed,single,Yes,0,0,0
Sara,Chebout,646,886820.86,800737,6,29,employed,married,Yes,0,1,1
Fatima,Mahrez,430,537194.64,175036,7,50,employed,single,No,0,3,1
Samira,Amirouche,551,276737.91,536996,3,48,self-employed,single,No,0,2,1
Salima,Haouas,672,999502.62,875756,4,37,employed,single,No,0,0,0
Ali,Mellouli,668,983366.54,577123,5,65,self-employed,divorced,Yes,3,6,0
Nadia,Agha,700,1815862.35,146472,18,67,self-employed,married,Yes,1,4,0
Aisha,Serour,424,453586.96,281650,0,45,student,single,Yes,0,2,1
Yasmin,Mokhtari,421,877437.83,738550,0,33,student,married,No,3,2,1
Said,Kherroubi,422,782120.06,573939,0,22,student,single,Yes,0,1,1
Ali,Harrouche,712,1434301.65,414390,0,49,unemployed,married,Yes,2,6,0
Farida,Mida,830,1265008.64,358752,18,36,employed,single,Yes,0,0,0
Rachid,Toumi,666,920049.72,362883,6,41,self-employed,married,Yes,3,4,1
Sofiane,Megheni,848,748765.93,555793,0,33,student,married,No,0,2,0
Mohamed,Khelifi,755,1785295.31,249147,18,66,employed,married,Yes,0,4,0
Rachid,Bouhired,801,1051903.08,582343,0,49,unemployed,single,No,0,5,0
Ahmed,Meddour,705,696484.49,710213,0,59,unemployed,married,Yes,3,5,1
Djamila,Laouar,689,738284.91,630544,0,29,student,divorced,Yes,1,0,1
Djamila,Sebaa,494,493278.9,988360,0,45,unemployed,divorced,Yes,0,4,1
Bilal,Mekki,658,656220.55,144594,7,35,employed,married,Yes,5,1,0
Ali,Harrouche,713,1419155.04,427488,0,47,unemployed,married,Yes,2,1,0
Farida,Amer,542,404582.67,819081,9,62,employed,divorced,No,1,7,1
Farida,Chabbi,374,359351.02,142735,0,33,student,divorced,No,1,2,1
Zohra,Ammari,603,1035568.29,385164,4,38,employed,divorced,Yes,3,0,0
Khaled,Djemai,665,1978224.53,598042,15,42,employed,single,Yes,0,4,0
Said,Ghezal,381,874379.27,341598,0,47,student,divorced,No,1,0,1
Sofiane,Allaoua,657,1351003.07,628296,27,50,employed,married,No,4,4,0
Mohamed,Lekhal,611,897823.88,406281,2,64,employed,married,Yes,2,3,1
Iman,Rafik,526,717402.31,267797,1,48,employed,married,No,2,4,1
Amir,Redouane,635,439414.71,518953,6,36,employed,single,Yes,0,2,1
Lamine,Rahim,529,748558.49,533969,9,58,employed,married,Yes,0,2,0
Aisha,Nouri,372,687202.17,714378,9,57,employed,single,No,0,4,1
Karim,Maroc,752,1394470.39,579346,5,45,employed,married,Yes,2,3,0
Rachid,Jaziri,776,1672990.44,552434,16,53,employed,married,Yes,1,5,1
Rachid,Boujellal,669,1289607.25,112576,25,56,self-employed,divorced,Yes,0,4,0
Nadia,Sami,460,933677.35,578138,0,45,unemployed,divorced,No,4,2,1
Amina,Sebbar,784,1953042.18,381464,12,49,employed,married,Yes,5,5,0
Farida,Mida,850,1243716.71,359387,19,37,employed,single,Yes,0,1,0
Khaled,Driss,731,1280757.46,628240,0,46,unemployed,married,Yes,4,4,0
Iman,Malek,704,830746.23,302157,25,54,employed,single,No,0,4,0
Youssef,Rabhi,618,328690.35,861324,0,48,student,married,Yes,5,1,1
Khadija,Saad,405,479569.6,849490,0,61,employed,married,Yes,0,3,1
Khaled,Baraka,365,570049.42,539332,8,30,employed,married,Yes,3,0,1
Bilal,Aribi,716,1261692.87,464630,15,39,self-employed,married,Yes,5,1,0
Said,Lalaoui,685,504550.53,518278,3,64,employed,married,No,3,2,1
Said,Rabah,370,917682.44,247683,1,47,employed,single,Yes,0,3,1
Nadia,Guettouche,742,1820116.58,110150,21,63,employed,married,Yes,2,2,0
Aisha,Jouini,623,779945.48,761460,3,57,employed,single,No,0,3,1
Zohra,Haddou,808,1121224.83,550290,8,65,employed,married,No,2,7,0
Zohra,Arfaoui,736,759755.12,636619,6,61,employed,single,Yes,0,5,1
Leila,Menasria,509,462261.62,427908,6,31,self-employed,married,Yes,0,1,1
Mohamed,Idris,802,935559.74,303321,28,63,employed,single,Yes,0,5,0
Aisha,Younes,759,1112934.01,440778,28,66,employed,married,No,5,4,0
Sara,Azzam,751,1395027.87,230965,12,56,self-employed,single,No,0,5,0
Farida,Touati,469,371062.48,375183,7,56,self-employed,single,Yes,0,5,1
Amina,Bahloul,620,808601.33,484511,0,47,student,single,No,0,2,1
Leila,Bouteldja,777,1560219.08,428233,2,71,employed,married,Yes,5,2,0
Ahmed,Mostefai,637,766988,183479,9,56,self-employed,married,No,5,0,0
Mustafa,Tlemcani,712,777261.31,88172,21,39,employed,married,No,2,3,0
Ali,Bacha,686,1728567.64,235641,0,51,student,married,No,5,2,1
Iman,Djellab,480,1010541.4,884749,8,40,employed,divorced,No,3,1,0
Said,Chekkal,712,815211.13,193440,0,45,unemployed,single,No,0,5,1
Yasmin,Aziz,558,654917.02,514192,2,36,employed,married,Yes,2,1,1
Amir,Madani,616,724511.6,460843,4,45,self-employed,married,No,3,0,1
Mehdi,Medjadj,312,266807.67,653655,6,36,employed,married,Yes,1,3,1
Bilal,Ziani,648,826167.41,316917,0,60,student,married,No,3,4,0
Nadia,Badani,683,719301.64,100176,27,45,employed,married,No,3,2,0
Iman,Mandaci,737,1554193.5,425445,13,47,employed,married,No,0,5,0
Zohra,Seghir,773,1615670.96,611524,8,60,employed,married,Yes,2,5,0
Leila,Bouteldja,808,1523256.09,423050,2,67,employed,married,Yes,3,6,0
Mustafa,Debiche,846,1825009.67,116055,9,65,employed,married,Yes,2,2,0
Mehdi,Bakir,505,598526.09,367081,0,23,unemployed,single,No,0,0,1
Sofiane,Mahieddine,449,283024.25,572638,1,24,employed,married,Yes,0,1,1
Iman,Mandaci,717,1464576.36,422319,13,49,employed,married,Yes,1,2,0
Sara,Achi,703,350556.89,499366,0,23,student,single,Yes,0,1,1
Rachid,Kader,655,974443.59,475516,5,69,employed,single,Yes,0,6,0
Iman,Rafik,557,778314.3,293204,1,50,employed,married,No,3,4,1
Sara,Hamdi,841,1933686.34,554256,0,51,unemployed,married,Yes,1,2,0
Ali,Safir,347,833534.94,256016,1,43,employed,married,No,1,2,1
Mustafa,Lamara,661,1003744.26,527459,29,62,employed,single,Yes,0,4,1
Sara,Oudjani,668,1028081.24,627028,2,30,employed,married,Yes,2,3,1
Ali,Boussouf,652,593642.89,417252,0,59,unemployed,married,No,0,3,1
Bilal,Chemakh,371,838276.51,875495,5,54,employed,married,No,2,5,1
Salima,Boukhalfa,667,763302.58,527369,17,45,self-employed,divorced,No,0,2,0
Mehdi,Nemmiche,688,391394.92,383926,7,60,employed,divorced,No,2,2,1
Samira,Amirouche,559,285664.77,506936,3,48,self-employed,single,No,0,1,1
Said,Djeghloul,512,895749.39,704415,3,56,self-employed,married,Yes,0,6,1
Sara,Hamdi,779,1849702.32,550572,0,52,unemployed,married,No,1,5,0
Sofiane,Charef,350,275647.93,239422,0,44,student,single,No,0,2,1
Said,Badache,728,1103932.64,400197,0,24,student,married,No,1,0,1
Djamila,Hamzaoui,769,1055709.34,82449,4,30,employed,single,Yes,0,2,0
Fatima,Mahrez,441,554515.35,182569,7,50,employed,single,No,0,4,1
Sara,Ould,410,710477.11,836069,6,29,self-employed,single,Yes,0,0,1
Mustafa,Lamara,656,1056097.13,519351,29,67,employed,single,Yes,0,2,1
Sofiane,Abdi,795,1452454.54,186520,0,39,unemployed,single,Yes,0,2,0
Aisha,Jouini,604,782937.71,731285,3,58,employed,single,Yes,0,5,1
Iman,Jebali,625,915737.5,144704,8,58,employed,divorced,No,5,3,1
Amir,Redouane,645,431797.66,505936,6,35,employed,single,No,0,3,1
Mehdi,Saadi,713,850097.42,282951,12,54,employed,single,No,0,7,0
Malika,Keblouti,534,403341.67,448660,0,54,student,single,No,0,4,1
Ali,LouCIF,660,833038.54,635933,9,41,self-employed,married,Yes,3,2,0
Aisha,Maiza,409,836318.73,714789,0,56,unemployed,single,Yes,0,3,1
Yasmin,Kermali,336,568072.51,221485,6,37,employed,single,No,0,1,1
Ali,Bacha,642,1670251.62,244267,0,49,student,married,Yes,1,5,1
Zohra,Gasmia,797,1062453.59,252258,29,64,employed,married,No,3,3,0
Leila,Sifi,663,469125.11,227378,0,36,unemployed,divorced,No,1,1,0
Karim,Mecheri,667,836418.74,289362,0,70,student,married,Yes,0,3,1
Fatima,Taleb,578,789637.84,274629,9,35,employed,married,No,5,4,0
Nadia,Badani,676,739405.08,103601,26,44,employed,married,No,0,2,0
Ahmed,Khazri,339,390859.2,610219,2,54,self-employed,married,No,2,3,1
Yasmin,Souissi,848,1548980.75,400503,21,70,employed,married,No,1,3,0
Mehdi,Nemmiche,691,392058.78,411710,7,62,employed,divorced,No,0,7,1
Ahmed,Khazri,352,400880.81,592039,2,53,self-employed,married,Yes,0,4,1
Khaled,Djemai,672,1850387.52,629377,14,42,employed,single,Yes,0,1,0
Sara,Azzam,791,1347085.89,226368,12,53,self-employed,single,No,0,5,0
Said,Maamri,841,1584226.7,178302,16,67,employed,married,Yes,1,8,0
Amina,Riahi,663,896466.4,264274,1,62,employed,married,No,5,5,0
Ali,Yakoub,671,985674.97,446515,0,22,unemployed,single,No,0,1,0
Leila,Bouteldja,796,1468109.09,425326,2,70,employed,married,No,2,8,0
Zohra,Bencherif,781,784050.14,518072,9,38,self-employed,married,Yes,2,2,0
Salima,Rahou,813,1667569.96,474739,11,29,employed,single,Yes,0,0,0
Samira,Hamdani,850,1592008.07,18741,12,30,self-employed,divorced,No,2,1,0
Omar,Chouiter,792,772680,620505,24,65,employed,single,Yes,0,4,0
Aisha,Zoubida,766,896860.24,90055,14,32,self-employed,married,Yes,0,0,0
Aisha,Leghlimi,429,693418.66,267911,0,35,unemployed,divorced,No,4,3,1
Lamine,Rahim,534,789729.02,543312,9,56,employed,married,Yes,5,4,0
Mohamed,Khoualed,324,338565.1,238958,2,64,employed,single,No,0,4,1
Yasmin,Hallal,378,571271.89,922248,0,35,student,married,No,2,2,1
Mohamed,Rzig,612,385409.75,326169,6,58,employed,married,Yes,3,2,0
Amina,Hachi,661,796813.86,439134,7,27,self-employed,single,No,0,1,0
Sara,Zemmouri,630,944375.55,690805,0,69,unemployed,married,Yes,2,6,1
Djamila,Boumediene,642,1366983.83,405546,10,28,employed,married,Yes,0,1,0
Karim,Mammeri,754,1714884.81,568994,17,61,self-employed,single,Yes,0,5,0
Rachid,Yacine,687,574469.84,680763,6,44,employed,single,No,0,2,1
Sofiane,Mahieddine,432,283616.43,586851,1,24,employed,married,Yes,0,1,1
Aisha,Younes,759,1053892.54,447689,30,68,employed,married,Yes,4,6,0
Fatima,Taleb,560,800825.7,270515,9,37,employed,married,No,1,2,0
Ahmed,Mostefai,619,796363.22,173991,9,52,self-employed,married,Yes,0,1,0
Yasmin,Mokhtari,450,847168.64,796231,0,33,student,married,No,0,0,1
Mustafa,Ouchène,696,1225847.26,518843,0,66,student,married,Yes,5,3,0
Sara,Rihane,611,385069.05,465989,0,59,self-employed,married,No,2,5,1
Ahmed,Demir,668,1097276.49,215576,16,55,employed,married,Yes,2,3,0
Mehdi,Nemmiche,669,369508.08,402005,7,59,employed,divorced,No,4,3,1
Khaled,Zaabat,522,360601.95,760023,3,29,employed,divorced,No,2,0,1
Leila,Remache,628,580006.57,797735,9,53,employed,married,Yes,1,4,1
Rachid,Hamek,587,905496.39,428492,4,40,employed,married,Yes,3,1,1
Said,Ouali,677,1800970.01,314919,13,45,self-employed,married,Yes,3,1,0
Bilal,Aribi,706,1309108.33,454634,16,38,self-employed,married,Yes,3,1,0
Mohamed,Fellag,781,1260476.54,445492,6,58,self-employed,married,Yes,0,0,0
Djamila,Kassa,457,303051.73,333489,6,26,employed,single,No,0,1,1
Sara,Ould,418,757438.78,844363,6,28,self-employed,single,Yes,0,1,1
Said,Badi,467,363052.27,418217,7,65,employed,single,Yes,0,5,1
Amir,Meriem,669,1609815.41,459462,13,40,employed,married,Yes,2,3,0
Leila,Hamidi,686,998938.41,595018,0,43,student,divorced,No,0,1,0
Yasmin,Aziz,561,613255.91,534099,2,33,employed,married,Yes,0,1,1
Salima,Haouas,655,962582.23,824145,4,39,employed,single,Yes,0,3,0
Lamine,Seddiki,850,753036.33,627980,5,23,self-employed,single,Yes,0,0,0
Khadija,Karam,694,804138.47,653592,5,35,employed,divorced,No,2,3,1
Khaled,Idir,780,1367673.18,611307,16,49,employed,single,Yes,0,2,0
Sara,Chebout,632,946990.84,774328,6,29,employed,married,Yes,0,1,1
Zohra,Aouameur,538,382126.7,638355,5,28,employed,married,No,3,1,1
Karim,Chahine,780,1368703.44,523845,12,30,employed,single,No,0,5,1
Bilal,Nasri,643,399815.49,608023,3,41,employed,married,No,1,3,1
Said,Allam,489,491641.08,519310,5,54,employed,single,No,0,4,0
Sofiane,Khabat,692,754209.48,813634,0,60,employed,married,Yes,1,2,1
Amina,Gacemi,704,805535.77,633897,22,69,employed,single,Yes,0,2,0
Sofiane,Baali,832,750839.07,569299,22,50,employed,divorced,Yes,3,3,0
Said,Souag,306,682943.44,211738,2,53,employed,married,Yes,5,2,1
Iman,Mandaci,712,1521588.43,394447,13,47,employed,married,Yes,1,4,0
Mehdi,Medjadj,331,275193.33,655278,6,36,employed,married,No,3,3,1
Lamine,Antar,709,1640614.12,71110,0,29,student,married,Yes,2,2,0
Mohamed,Rzig,612,397331.24,344732,6,59,employed,married,Yes,4,1,0
Nadia,Remili,754,1369580.42,596890,0,27,student,married,Yes,1,2,1
Aisha,Mendil,685,682921.38,415087,28,46,self-employed,married,No,1,1,1
Zohra,Bencherif,808,772475.17,518554,9,39,self-employed,married,Yes,1,4,0
Samira,Hamdani,837,1685067.65,185543,12,30,self-employed,divorced,Yes,2,2,0
Sofiane,Khabat,678,705476.11,809862,0,59,employed,married,Yes,4,2,1
Amir,Meriem,675,1516252.52,475874,13,38,employed,married,Yes,0,1,0
Salima,Hocine,689,713754.46,197010,0,66,unemployed,married,No,1,5,1
Nadia,Kahlouche,490,437446.9,428664,0,50,student,married,No,5,5,1
