first_name,last_name,credit_score,annual_income,loan_amount,employment_duration,Age,EmploymentStatus,MaritalStatus,Vehicle_Ownership,Children_Count,Previous_Loan_Count,default
Farida,Khennous,790.0,1243071.4,409661.0,11.0,29.0,employed,divorced,No,0.0,1.0,0
Ahmed,Demir,,1185681.37,213207.0,16.0,54.0,employed,married,Yes,0.0,3.0,0
Bilal,Nasri,645.0,374433.26,666224.0,3.0,43.0,employed,married,No,1.0,3.0,1
Said,Chekkal,,885300.72,199232.0,0.0,43.0,unemployed,single,Yes,0.0,1.0,1
Salima,Ounas,772.0,1159719.02,206093.0,3.0,21.0,self-employed,married,Yes,0.0,0.0,0
Sara,Ould,449.0,750194.27,845195.0,6.0,28.0,self-employed,single,Yes,0.0,0.0,1
Malika,Baghdadi,809.0,636160.17,422033.0,5.0,38.0,self-employed,married,,1.0,3.0,0
Youssef,Rabhi,619.0,314862.07,886931.0,0.0,50.0,student,married,No,2.0,1.0,1
Rachid,Sari,608.0,788417.54,353374.0,4.0,51.0,employed,married,No,0.0,3.0,1
Khaled,Zaabat,516.0,334497.25,772828.0,3.0,28.0,employed,divorced,Yes,1.0,1.0,1
Mohamed,Fellag,794.0,1289090.16,461477.0,6.0,63.0,self-employed,married,No,5.0,4.0,0
Amir,Djillali,668.0,1287217.9,537583.0,6.0,24.0,self-employed,married,Yes,0.0,1.0,0
Amir,Lounis,440.0,768715.71,935925.0,5.0,71.0,employed,single,No,0.0,6.0,1
Nadia,Badani,668.0,743976.77,99273.0,24.0,42.0,employed,married,Yes,3.0,0.0,0
Iman,Mandaci,749.0,1454184.95,406742.0,,47.0,employed,married,Yes,0.0,4.0,0
Mohamed,Zidane,661.0,962104.83,488337.0,8.0,,self-employed,single,Yes,0.0,2.0,0
Aisha,Nouri,377.0,703876.57,764804.0,9.0,58.0,employed,single,,0.0,2.0,1
Samira,Rizki,651.0,1688033.8,235402.0,4.0,23.0,employed,married,Yes,0.0,0.0,0
Ahmed,Kafi,,1566404.04,293299.0,0.0,66.0,unemployed,,Yes,0.0,5.0,0
Zohra,Aouad,566.0,774861.5,655380.0,0.0,,student,single,No,0.0,3.0,1
Omar,Salim,543.0,355875.84,164531.0,3.0,69.0,self-employed,single,No,,3.0,1
Nadia,Ighil,687.0,1820929.81,213486.0,23.0,48.0,employed,married,,1.0,3.0,0
Yasmin,Imad,310.0,,211712.0,2.0,22.0,employed,married,Yes,0.0,0.0,1
Mohamed,Yebda,663.0,1197855.52,104732.0,14.0,56.0,self-employed,married,Yes,2.0,5.0,0
,Mokrani,334.0,815899.04,747397.0,,,employed,divorced,No,0.0,4.0,1
Zohra,Aouad,605.0,839133.98,673254.0,0.0,48.0,student,single,,0.0,4.0,1
Khaled,Driss,721.0,1197490.2,622885.0,0.0,47.0,unemployed,married,Yes,2.0,2.0,0
Mustafa,Lachachi,751.0,891358.76,261483.0,21.0,40.0,self-employed,single,No,0.0,1.0,0
Mohamed,Khelifi,792.0,1694327.9,237940.0,19.0,65.0,employed,married,No,3.0,1.0,0
Amir,Naciri,817.0,656822.3,395240.0,0.0,49.0,unemployed,married,Yes,3.0,5.0,1
Nadia,Remili,718.0,1298325.89,609222.0,0.0,26.0,student,married,Yes,2.0,0.0,1
Samira,Zaki,781.0,1239423.14,339924.0,13.0,55.0,employed,married,No,3.0,6.0,0
Djamila,Lafri,850.0,912584.59,433618.0,12.0,30.0,employed,single,Yes,0.0,1.0,0
Aisha,Boumendjel,756.0,879753.37,546199.0,0.0,32.0,unemployed,divorced,Yes,1.0,2.0,0
Said,Lazreg,500.0,607289.47,,0.0,22.0,unemployed,,Yes,0.0,0.0,1
Mohamed,Yebda,718.0,1128198.15,114892.0,13.0,55.0,self-employed,married,No,1.0,5.0,0
Djamila,Hamzaoui,793.0,979454.73,80812.0,4.0,31.0,employed,single,No,0.0,3.0,0
Iman,Tebboune,553.0,747925.15,727208.0,0.0,23.0,unemployed,single,Yes,0.0,0.0,1
Yasmin,Fergani,675.0,1809645.48,178503.0,17.0,35.0,employed,,Yes,0.0,4.0,0
Karim,Kebir,748.0,1511677.21,316613.0,0.0,32.0,student,single,Yes,0.0,0.0,1
Sofiane,Benali,651.0,1046154.57,406908.0,0.0,36.0,unemployed,single,No,0.0,2.0,1
Bilal,Meksen,640.0,316995.02,931576.0,8.0,,self-employed,married,Yes,3.0,2.0,1
Mohamed,Tahraoui,723.0,1329357.35,324634.0,14.0,53.0,self-employed,married,Yes,2.0,2.0,0
Iman,,604.0,444489.37,283103.0,0.0,,student,,No,1.0,5.0,0
Nadia,Kahlouche,507.0,450114.29,414039.0,0.0,52.0,student,married,Yes,2.0,4.0,1
Sara,Naoufel,430.0,470228.17,554919.0,0.0,61.0,student,married,No,1.0,6.0,1
Amir,Hakem,846.0,1633535.84,385863.0,6.0,31.0,employed,divorced,Yes,1.0,1.0,0
Said,Souag,300.0,646965.93,220066.0,2.0,54.0,employed,married,Yes,3.0,4.0,1
,Messili,763.0,1435432.66,517031.0,9.0,47.0,employed,single,Yes,0.0,3.0,1
Said,Lazreg,518.0,610859.44,206543.0,0.0,22.0,unemployed,married,No,0.0,0.0,1
Amir,Sebti,488.0,674172.13,893587.0,0.0,36.0,unemployed,divorced,No,0.0,0.0,1
Nadia,Ighil,704.0,1868553.87,208955.0,25.0,51.0,employed,married,Yes,2.0,4.0,0
Sara,Zemmouri,646.0,1016712.6,712504.0,0.0,68.0,unemployed,,Yes,0.0,3.0,1
Zohra,Djabiri,742.0,844483.67,418679.0,6.0,43.0,employed,single,No,0.0,4.0,0
Said,,466.0,489094.82,521564.0,5.0,54.0,employed,single,Yes,0.0,1.0,0
Zohra,Aouameur,548.0,373986.1,661727.0,5.0,28.0,employed,married,Yes,0.0,,1
Djamila,Boumediene,626.0,1335117.49,438132.0,9.0,27.0,employed,married,No,0.0,1.0,0
Amina,Ayad,771.0,1181143.0,229769.0,0.0,58.0,student,single,Yes,0.0,7.0,0
Ahmed,Haddad,763.0,688445.52,429510.0,11.0,54.0,self-employed,married,Yes,3.0,3.0,0
Salima,Ferhat,344.0,594085.16,,5.0,32.0,employed,married,,0.0,1.0,1
Sara,Guesmi,850.0,1140731.47,441397.0,0.0,43.0,unemployed,,Yes,0.0,2.0,0
Amina,Hachi,693.0,749367.54,444853.0,7.0,27.0,self-employed,single,,0.0,1.0,0
Rachid,Daoudi,733.0,1242029.08,568554.0,7.0,73.0,employed,married,Yes,1.0,7.0,0
Zohra,Aouad,586.0,812276.61,674667.0,0.0,50.0,student,single,Yes,0.0,2.0,1
,Bettahar,740.0,1407262.1,516672.0,16.0,37.0,employed,married,No,3.0,1.0,1
Samira,Amirouche,522.0,,524182.0,3.0,47.0,self-employed,single,No,0.0,4.0,1
Amir,,440.0,,900030.0,5.0,68.0,employed,single,Yes,0.0,5.0,1
Amina,Riahi,666.0,888898.07,267977.0,1.0,62.0,employed,married,Yes,5.0,,0
,Khadda,449.0,852222.42,579132.0,0.0,59.0,unemployed,married,Yes,2.0,3.0,1
Sofiane,Jaber,686.0,749357.27,,20.0,52.0,self-employed,married,No,3.0,3.0,1
Nadia,Khemisti,502.0,296005.79,396658.0,0.0,65.0,self-employed,divorced,Yes,0.0,5.0,1
Mohamed,Tahraoui,741.0,1416882.12,334891.0,14.0,55.0,self-employed,married,Yes,2.0,5.0,0
Said,Zarour,796.0,1591836.53,644758.0,0.0,48.0,unemployed,single,Yes,0.0,2.0,0
Mehdi,Haliche,503.0,738513.09,847050.0,0.0,71.0,student,married,No,2.0,11.0,1
Nadia,Badani,688.0,700530.24,95089.0,,44.0,employed,,Yes,5.0,1.0,0
Aisha,Khalfi,503.0,340130.53,199000.0,3.0,61.0,employed,divorced,Yes,1.0,1.0,1
Khadija,Hakimi,355.0,588074.33,132315.0,0.0,67.0,unemployed,,No,0.0,4.0,1
Malika,Attaf,597.0,,786055.0,0.0,51.0,unemployed,single,No,0.0,1.0,0
Mohamed,Nassif,512.0,395944.66,601478.0,0.0,56.0,unemployed,divorced,Yes,1.0,6.0,1
Ahmed,Mouloudi,663.0,685120.37,454702.0,9.0,,employed,divorced,,0.0,3.0,1
Rachid,Amrouche,627.0,742211.08,217437.0,20.0,73.0,employed,married,No,0.0,5.0,0
Omar,Salim,547.0,345414.56,152326.0,3.0,69.0,self-employed,single,No,0.0,10.0,1
Amina,Fares,485.0,795082.43,497481.0,5.0,63.0,self-employed,married,No,2.0,2.0,0
Ahmed,Tekfa,674.0,651254.12,435206.0,0.0,65.0,unemployed,married,Yes,1.0,3.0,0
Amir,Redouane,656.0,453693.23,505223.0,6.0,35.0,employed,single,Yes,0.0,1.0,1
Sara,Samir,368.0,845986.56,201847.0,4.0,67.0,employed,married,Yes,0.0,7.0,1
Samira,Amirouche,547.0,268559.72,553161.0,3.0,45.0,self-employed,single,No,0.0,2.0,1
Amir,,690.0,,,4.0,22.0,self-employed,married,Yes,0.0,,0
Sara,Abbas,726.0,1274294.06,130655.0,14.0,32.0,employed,married,Yes,2.0,0.0,0
Zohra,Haddou,786.0,1167788.26,594875.0,8.0,64.0,employed,married,Yes,3.0,3.0,0
Mehdi,Haliche,525.0,722758.12,884307.0,0.0,69.0,student,married,No,4.0,1.0,1
Sara,Rihane,605.0,374572.85,467580.0,0.0,59.0,self-employed,married,No,,6.0,1
Karim,Saidi,536.0,435275.33,889878.0,0.0,40.0,unemployed,single,No,0.0,3.0,1
Samira,Meklat,739.0,1625799.62,621697.0,0.0,40.0,unemployed,single,Yes,0.0,3.0,1
Salima,Mihoubi,677.0,631955.6,878189.0,4.0,22.0,employed,single,Yes,0.0,0.0,1
Farida,Amer,517.0,383003.5,789781.0,9.0,60.0,employed,divorced,,1.0,3.0,1
Leila,Tounsi,719.0,1798670.08,658055.0,0.0,31.0,unemployed,single,,,,1
Zohra,,491.0,765081.4,238503.0,6.0,29.0,employed,married,Yes,1.0,1.0,0
Khaled,Zaabat,489.0,335038.71,775082.0,3.0,27.0,employed,divorced,No,0.0,3.0,1
Nadia,Sami,463.0,856152.14,559505.0,0.0,43.0,unemployed,divorced,Yes,2.0,0.0,1
Bilal,Chaker,840.0,731066.2,414663.0,7.0,29.0,employed,,No,0.0,0.0,0
Omar,Sadji,835.0,1790281.58,106183.0,,58.0,self-employed,single,Yes,0.0,5.0,0
Youssef,Semmar,739.0,1867929.34,188714.0,11.0,61.0,employed,,Yes,4.0,4.0,0
Aisha,Boumendjel,742.0,913359.45,546062.0,0.0,31.0,unemployed,divorced,Yes,1.0,2.0,0
Djamila,Boumaza,585.0,279850.7,640494.0,0.0,23.0,unemployed,divorced,Yes,0.0,0.0,1
Sofiane,Mokhtar,779.0,,555216.0,21.0,48.0,employed,divorced,,1.0,3.0,0
Farida,Amer,498.0,404516.87,839287.0,9.0,66.0,employed,divorced,No,0.0,4.0,1
Iman,Malek,718.0,858151.95,301047.0,25.0,56.0,employed,single,No,0.0,3.0,0
Mustafa,,422.0,963280.26,647160.0,0.0,29.0,unemployed,divorced,No,0.0,1.0,1
Sofiane,Benali,645.0,1077976.57,385555.0,0.0,37.0,unemployed,,,0.0,2.0,1
Yasmin,Hallal,384.0,584505.44,934727.0,0.0,,student,married,,5.0,1.0,1
Amina,Bahloul,629.0,804369.17,479120.0,,46.0,student,single,Yes,0.0,,1
Said,Ghaouti,712.0,1106591.45,492352.0,14.0,38.0,self-employed,,No,0.0,0.0,0
Amina,Sebbar,787.0,1933824.77,365330.0,11.0,48.0,employed,married,Yes,2.0,2.0,0
Mohamed,Lekhal,,960755.61,374665.0,2.0,63.0,employed,married,Yes,0.0,7.0,1
Fatima,Taleb,605.0,777244.69,272820.0,9.0,36.0,employed,married,,2.0,2.0,0
Lamine,Keffi,752.0,1183960.51,548108.0,14.0,38.0,employed,married,Yes,3.0,0.0,0
Said,Badache,756.0,1182413.64,401631.0,0.0,25.0,student,married,Yes,1.0,0.0,1
Bilal,Khelladi,,725531.02,686700.0,0.0,45.0,student,single,No,0.0,3.0,1
Iman,Tebboune,592.0,721785.31,738207.0,0.0,23.0,unemployed,single,Yes,0.0,2.0,1
Youssef,Rabhi,597.0,333508.78,849332.0,0.0,49.0,student,married,No,4.0,1.0,1
Sara,Boussaha,837.0,1518189.19,606063.0,5.0,68.0,self-employed,married,Yes,3.0,7.0,0
Mohamed,Lekhal,606.0,929742.82,402977.0,2.0,67.0,employed,,Yes,2.0,6.0,1
Malika,Attaf,603.0,713543.99,764224.0,0.0,50.0,unemployed,single,Yes,0.0,0.0,0
Fatima,Debbah,660.0,263848.75,376097.0,0.0,46.0,unemployed,married,No,1.0,2.0,1
Nadia,Mahdi,692.0,807343.71,195474.0,7.0,25.0,self-employed,married,No,,0.0,0
Amina,Bouzid,825.0,1030656.69,372122.0,14.0,,employed,married,Yes,0.0,3.0,0
Rachid,Kaci,754.0,1804646.92,259733.0,9.0,48.0,employed,married,,2.0,3.0,0
Leila,Sifi,695.0,470635.03,215875.0,0.0,36.0,unemployed,divorced,,2.0,4.0,0
Karim,Chetouane,784.0,1177670.64,333528.0,0.0,43.0,student,married,No,1.0,,0
Farida,Nemdil,830.0,1256048.64,343059.0,10.0,28.0,employed,single,No,0.0,1.0,0
Amina,Riahi,636.0,971681.96,261717.0,1.0,62.0,employed,married,No,,6.0,0
Lamine,Chouaki,381.0,312500.19,396297.0,7.0,25.0,employed,married,Yes,2.0,1.0,1
Yasmin,Allal,734.0,1724286.74,422541.0,3.0,46.0,employed,married,Yes,2.0,5.0,0
Leila,Soudani,787.0,1110891.79,334755.0,13.0,42.0,employed,divorced,,4.0,2.0,0
Rachid,Bouhired,781.0,1114854.86,618773.0,0.0,47.0,unemployed,single,,0.0,,0
Iman,Gana,595.0,986297.33,391770.0,9.0,41.0,employed,single,Yes,0.0,1.0,0
Rachid,Kader,654.0,979842.88,513627.0,5.0,64.0,employed,single,Yes,0.0,7.0,0
Sara,Arabi,652.0,967523.08,,2.0,47.0,employed,,No,3.0,2.0,0
Said,Kherroubi,,821213.26,597871.0,0.0,22.0,student,single,Yes,,0.0,1
Nadia,Kahlouche,511.0,,443799.0,0.0,51.0,student,married,No,4.0,2.0,1
Salima,Khader,437.0,297421.91,,1.0,27.0,self-employed,married,Yes,3.0,0.0,1
Youssef,El Amine,688.0,1153186.26,141085.0,15.0,34.0,employed,married,Yes,0.0,2.0,0
Khaled,Idir,794.0,1383123.1,605417.0,15.0,50.0,employed,single,No,0.0,4.0,0
Sofiane,Chaib,783.0,1270247.44,,0.0,43.0,student,,Yes,5.0,2.0,0
Fatima,Benmansour,826.0,728648.19,,0.0,47.0,unemployed,married,No,2.0,3.0,0
Leila,Boughanem,353.0,582340.72,928241.0,2.0,,employed,single,No,0.0,1.0,1
Malika,Keblouti,563.0,,434699.0,0.0,53.0,student,single,,0.0,7.0,1
Nadia,Farhi,715.0,1090003.05,265531.0,0.0,28.0,unemployed,married,No,0.0,2.0,1
Mohamed,Lasfar,554.0,349700.37,832576.0,0.0,57.0,student,married,No,1.0,7.0,1
Zohra,Mahroug,737.0,983864.14,384028.0,15.0,51.0,employed,married,,1.0,5.0,0
Mohamed,Fettis,775.0,967622.47,446521.0,0.0,46.0,unemployed,married,Yes,3.0,2.0,0
Said,Kherroubi,462.0,790637.21,568865.0,0.0,22.0,student,,No,0.0,1.0,1
Farida,Lamouri,712.0,918672.32,585885.0,11.0,59.0,employed,married,Yes,2.0,4.0,1
Aisha,Khaldoun,636.0,1471649.91,280774.0,0.0,30.0,unemployed,single,Yes,0.0,0.0,1
Malika,Baghdadi,802.0,621468.76,434688.0,5.0,35.0,self-employed,married,,2.0,3.0,0
Yasmin,Haffaf,646.0,752291.65,561128.0,0.0,47.0,student,single,Yes,0.0,2.0,1
Sofiane,Benali,662.0,1070317.73,389010.0,0.0,,unemployed,single,No,0.0,2.0,1
Sara,Guesmi,805.0,1248773.34,472067.0,0.0,43.0,unemployed,single,Yes,0.0,2.0,0
Ahmed,Chikhi,511.0,808283.36,689564.0,3.0,69.0,self-employed,married,Yes,4.0,6.0,1
Youssef,,833.0,825871.17,371074.0,0.0,34.0,student,married,No,2.0,2.0,0
Yasmin,Lakhdar,341.0,383675.84,436279.0,3.0,53.0,employed,married,No,,2.0,1
Karim,Taibi,433.0,862425.28,165355.0,6.0,40.0,employed,married,No,5.0,0.0,0
,Moussaoui,442.0,,662996.0,0.0,52.0,student,married,,1.0,5.0,1
Mustafa,Cherki,422.0,922442.36,658845.0,0.0,28.0,unemployed,divorced,No,0.0,0.0,1
Sofiane,,688.0,987939.87,505470.0,0.0,52.0,unemployed,married,No,,4.0,1
Iman,Sahraoui,659.0,1434345.13,111448.0,4.0,58.0,self-employed,single,No,0.0,3.0,0
Yasmin,Fergani,708.0,1936102.66,175384.0,17.0,36.0,employed,single,Yes,0.0,2.0,0
Sara,Guesmi,794.0,1246194.01,430431.0,0.0,42.0,unemployed,single,Yes,0.0,,0
Iman,Malek,682.0,812255.15,323875.0,26.0,55.0,employed,single,Yes,0.0,,0
Said,Ouali,687.0,1911113.83,286248.0,14.0,48.0,self-employed,,No,,4.0,0
Aisha,Leghlimi,427.0,679775.31,257562.0,0.0,32.0,unemployed,,No,1.0,5.0,1
Ahmed,Mouloudi,683.0,709538.51,422882.0,9.0,63.0,employed,divorced,Yes,2.0,5.0,1
Mohamed,Khoualed,300.0,342477.05,256355.0,2.0,64.0,employed,,No,0.0,2.0,1
Zohra,Salmi,669.0,944565.94,610214.0,8.0,46.0,employed,married,No,5.0,1.0,1
Iman,Sabri,426.0,622411.24,940035.0,5.0,46.0,self-employed,married,Yes,0.0,4.0,1
Said,Allam,457.0,505007.17,480867.0,5.0,58.0,employed,single,No,0.0,3.0,0
Salima,Benziane,660.0,,238661.0,0.0,52.0,student,married,No,3.0,0.0,1
Amina,Bahloul,637.0,767022.46,461389.0,0.0,,student,single,Yes,0.0,2.0,1
Djamila,Lafri,822.0,957782.31,436183.0,11.0,29.0,employed,single,No,0.0,0.0,0
Djamila,Laouar,671.0,737148.63,654729.0,0.0,31.0,student,divorced,Yes,0.0,4.0,1
Omar,Amazigh,523.0,781966.71,131346.0,8.0,51.0,employed,married,No,1.0,4.0,0
Said,Lalaoui,660.0,494460.37,556539.0,3.0,59.0,employed,married,No,1.0,4.0,1
Aisha,Boumendjel,716.0,915614.23,549767.0,0.0,33.0,unemployed,divorced,,2.0,3.0,0
Djamila,Sebaa,470.0,493871.63,990853.0,0.0,43.0,unemployed,divorced,No,,2.0,1
Amina,Hachi,724.0,754217.22,414648.0,7.0,28.0,self-employed,single,,0.0,2.0,0
Ali,LouCIF,654.0,866658.17,609839.0,9.0,38.0,self-employed,,No,5.0,0.0,0
Djamila,Boumaza,580.0,272494.22,688137.0,,23.0,unemployed,divorced,No,0.0,0.0,1
Karim,Mecheri,684.0,832102.19,266219.0,0.0,68.0,student,married,No,5.0,5.0,1
Sofiane,Kaddour,730.0,865457.13,437745.0,7.0,25.0,employed,single,Yes,0.0,0.0,1
Nadia,Kahlouche,499.0,447155.65,450529.0,0.0,51.0,student,married,No,4.0,3.0,1
Leila,Menasria,532.0,430106.27,399390.0,6.0,31.0,self-employed,married,Yes,0.0,1.0,1
Fatima,Benmansour,763.0,,495791.0,0.0,45.0,unemployed,married,Yes,0.0,3.0,0
Nadia,Farhi,713.0,1074347.98,261004.0,0.0,28.0,unemployed,married,Yes,2.0,2.0,1
Youssef,Gouasmia,523.0,617868.78,216520.0,2.0,23.0,self-employed,married,No,0.0,0.0,0
Khaled,Idir,807.0,1357001.43,575413.0,15.0,48.0,employed,single,Yes,0.0,2.0,0
Aisha,Mendil,691.0,683790.31,396423.0,27.0,48.0,self-employed,married,No,0.0,3.0,1
Rachid,Soltani,476.0,805537.01,799599.0,9.0,54.0,employed,single,Yes,,4.0,1
Ahmed,Hadjeres,705.0,,308440.0,2.0,39.0,self-employed,married,Yes,3.0,,0
Zohra,Zahi,600.0,330859.73,303068.0,6.0,24.0,self-employed,married,No,0.0,1.0,0
Aisha,Leghlimi,443.0,680336.1,262001.0,0.0,32.0,unemployed,divorced,No,2.0,1.0,1
,Khedairia,324.0,,190211.0,3.0,39.0,employed,married,Yes,4.0,3.0,1
Ahmed,Dali,554.0,597528.53,286465.0,3.0,63.0,self-employed,married,No,3.0,6.0,0
Nadia,,674.0,813017.33,191714.0,6.0,24.0,self-employed,married,No,0.0,2.0,0
Sofiane,Mokhtar,828.0,1813193.46,541043.0,20.0,46.0,employed,divorced,Yes,,2.0,0
Malika,Merbah,789.0,771218.47,196912.0,19.0,52.0,employed,single,Yes,0.0,1.0,0
Djamila,Boumaza,573.0,291083.12,670502.0,0.0,23.0,unemployed,divorced,Yes,0.0,,1
Yasmin,Hallal,356.0,600233.32,919590.0,0.0,37.0,student,,,2.0,0.0,1
Aisha,,708.0,,555483.0,0.0,31.0,unemployed,divorced,Yes,0.0,0.0,0
Rachid,Yacine,689.0,,687631.0,6.0,43.0,employed,single,No,0.0,5.0,1
Bilal,Meksen,644.0,308566.4,970564.0,8.0,28.0,self-employed,,No,0.0,,1
Omar,Tahiri,708.0,1628541.22,591776.0,10.0,28.0,self-employed,married,No,2.0,,1
Said,Chekkal,672.0,839052.32,200324.0,0.0,44.0,unemployed,single,No,0.0,1.0,1
Ali,Safir,333.0,848982.69,244427.0,1.0,45.0,employed,married,No,0.0,4.0,1
Nadia,Messaoudi,595.0,689957.76,523371.0,7.0,50.0,employed,married,Yes,5.0,3.0,0
Mohamed,Kandil,739.0,1374270.59,123072.0,16.0,34.0,employed,,No,0.0,2.0,0
Bilal,Meksen,664.0,318614.95,911381.0,8.0,28.0,self-employed,married,,0.0,1.0,1
Fatima,Debbah,643.0,269847.48,377896.0,0.0,47.0,unemployed,married,No,0.0,1.0,1
Khaled,Baraka,347.0,528180.25,566766.0,8.0,31.0,employed,married,No,1.0,0.0,1
Fatima,Mahrez,429.0,557145.16,181574.0,,49.0,employed,single,No,0.0,5.0,1
Nadia,Agha,731.0,1765652.71,155750.0,18.0,67.0,self-employed,married,No,3.0,6.0,0
Sara,Kasdi,647.0,412150.06,884793.0,7.0,42.0,employed,single,No,0.0,2.0,1
Nadia,Agha,681.0,1912046.32,147922.0,20.0,62.0,self-employed,married,Yes,0.0,3.0,0
Mohamed,Zidane,667.0,903602.88,486937.0,8.0,41.0,self-employed,,Yes,0.0,4.0,0
Amir,Meriem,707.0,1496126.58,453347.0,13.0,38.0,employed,married,No,,4.0,0
Khadija,Khalil,371.0,587918.24,905009.0,2.0,38.0,employed,single,,0.0,1.0,1
Yasmin,Kermali,354.0,570550.38,235557.0,6.0,38.0,employed,single,Yes,0.0,3.0,1
Sara,Rihane,634.0,380944.31,446620.0,0.0,60.0,self-employed,married,No,4.0,2.0,1
Salima,Khader,413.0,283829.71,596753.0,1.0,25.0,self-employed,married,Yes,3.0,0.0,1
Farida,Reda,499.0,286025.18,485413.0,0.0,44.0,employed,single,Yes,0.0,5.0,0
Yasmin,Hallal,388.0,561650.41,992551.0,0.0,37.0,student,married,,5.0,1.0,1
Lamine,Merad,756.0,849726.39,476683.0,5.0,55.0,employed,married,Yes,1.0,6.0,1
Ahmed,Mouloudi,727.0,686631.44,453142.0,9.0,63.0,employed,divorced,Yes,2.0,2.0,1
Lamine,Chouaki,372.0,329234.03,390571.0,7.0,25.0,employed,married,No,0.0,0.0,1
Djamila,Hamzaoui,759.0,973008.56,77879.0,4.0,30.0,employed,single,Yes,0.0,0.0,0
Fatima,Taleb,613.0,814593.89,287592.0,9.0,34.0,employed,married,Yes,3.0,4.0,0
Fatima,Sidhoum,707.0,1464056.72,578782.0,22.0,71.0,employed,married,Yes,3.0,2.0,0
Rachid,Rahal,631.0,1157338.89,397922.0,11.0,29.0,employed,married,,0.0,2.0,1
Yasmin,Hassani,438.0,477531.22,824675.0,8.0,54.0,employed,married,No,3.0,2.0,1
Amir,Belkacem,794.0,976906.42,265483.0,5.0,32.0,self-employed,single,No,,0.0,0
Farida,Sekkal,715.0,1699415.91,374049.0,3.0,29.0,employed,married,Yes,,0.0,0
Salima,Maachi,694.0,1080473.54,497375.0,0.0,37.0,student,married,Yes,2.0,2.0,0
Mustafa,Lamara,672.0,1039765.22,513996.0,27.0,65.0,employed,single,No,0.0,4.0,1
Said,Darwish,668.0,1535559.21,354276.0,9.0,27.0,self-employed,single,,0.0,0.0,1
Salima,Mihoubi,680.0,,816053.0,5.0,23.0,employed,single,,0.0,1.0,1
Nadia,Dida,494.0,,824880.0,2.0,63.0,employed,divorced,No,0.0,5.0,1
,Souleymane,665.0,936940.95,418154.0,4.0,41.0,employed,married,Yes,,2.0,0
Fatima,Sahli,687.0,854896.07,321417.0,13.0,45.0,self-employed,divorced,No,1.0,3.0,0
Farida,Rahmani,675.0,905927.79,69701.0,14.0,42.0,employed,married,Yes,3.0,3.0,0
Mohamed,Zidane,641.0,937796.68,493030.0,8.0,42.0,self-employed,single,No,0.0,4.0,0
Samira,Amara,670.0,1034267.65,309369.0,27.0,60.0,employed,divorced,,4.0,4.0,0
Mustafa,Debiche,791.0,1811501.45,125000.0,9.0,67.0,employed,married,,2.0,7.0,0
Rachid,Dekkiche,850.0,1313818.78,577076.0,0.0,53.0,unemployed,single,Yes,0.0,8.0,0
,Aouameur,538.0,373006.59,650433.0,5.0,26.0,employed,married,Yes,0.0,1.0,1
Salima,Haouas,676.0,998366.67,836232.0,,41.0,employed,single,Yes,,1.0,0
Mehdi,Nemmiche,723.0,388824.14,403007.0,7.0,60.0,employed,divorced,Yes,1.0,4.0,1
Youssef,Semmar,,1926372.98,187299.0,11.0,62.0,employed,married,Yes,2.0,6.0,0
Sara,Kasdi,639.0,400766.76,871419.0,7.0,45.0,employed,single,No,0.0,4.0,1
Nadia,Sami,479.0,880953.35,590400.0,0.0,46.0,unemployed,divorced,Yes,0.0,3.0,1
Ahmed,Ghanem,680.0,1352739.13,121070.0,16.0,71.0,self-employed,single,Yes,0.0,4.0,0
Zohra,Cherkaoui,340.0,928548.87,539823.0,0.0,65.0,student,single,No,0.0,3.0,1
Bilal,Nasri,597.0,406095.57,654503.0,3.0,40.0,employed,married,No,3.0,1.0,1
Bilal,Mekki,671.0,,135426.0,7.0,35.0,employed,,No,1.0,2.0,0
Iman,Gana,572.0,1048257.28,389840.0,9.0,42.0,employed,single,No,0.0,1.0,0
Sara,Ould,432.0,758822.13,841863.0,6.0,29.0,self-employed,single,Yes,0.0,0.0,1
Fatima,Benmansour,782.0,721627.87,510932.0,0.0,47.0,unemployed,married,Yes,0.0,5.0,0
,Kaci,773.0,1880946.16,259922.0,9.0,47.0,employed,married,Yes,1.0,4.0,0
Khaled,Lallam,658.0,394569.17,423485.0,3.0,66.0,employed,married,No,3.0,,0
Mustafa,Lachachi,743.0,893825.32,274331.0,22.0,40.0,self-employed,single,Yes,0.0,0.0,0
Mehdi,Bakir,475.0,610903.72,362614.0,0.0,24.0,unemployed,single,No,0.0,0.0,1
Farida,Akkouche,529.0,926232.09,875346.0,7.0,25.0,self-employed,married,Yes,0.0,0.0,1
Leila,Zaalani,710.0,1542516.59,383134.0,11.0,29.0,employed,,Yes,0.0,,0
Bilal,,330.0,727897.56,728664.0,0.0,48.0,student,single,No,0.0,3.0,1
Nadia,Agha,681.0,1935511.9,149839.0,20.0,64.0,self-employed,married,Yes,1.0,,0
Mohamed,Lekhal,596.0,898013.43,391964.0,2.0,62.0,employed,married,No,0.0,6.0,1
Nadia,Kahlouche,506.0,455594.59,428275.0,0.0,50.0,student,married,Yes,1.0,5.0,1
Djamila,Nefzi,340.0,743545.12,752479.0,3.0,51.0,employed,single,No,0.0,4.0,1
,Oudjani,648.0,1001086.01,622823.0,2.0,30.0,employed,married,Yes,2.0,,1
Samira,Sadmi,741.0,1145821.8,267100.0,14.0,63.0,employed,single,Yes,0.0,5.0,1
